Date,Title,Full Text,Sentiment,Account Type,Author,Full Name,Gender,Hashtags,Impact,Impressions,Mentioned Authors,Tags,Total Monthly Visitors,Twitter Author ID,Twitter Followers,Twitter Following,Twitter Tweets,Reach (new)
2022-06-29 06:06:11.000,RT @kilundeezy @OleItumbi hizi tags umekataa kulipa kabisa.\n@WilliamsRuto\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #ItumbiPayInfluencers,RT @kilundeezy @OleItumbi hizi tags umekataa kulipa kabisa. @WilliamsRuto 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #ItumbiPayInfluencers,neutral,individual,1stDarwin,1stDarwin (Charles),male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",0.0,1497,"['@oleitumbi', '@williamsruto']",#MamaMbogaMoment,1414667000,2342778935,1497,1474,80713,717
2022-06-29 04:11:03.000,RT @kilundeezy @OleItumbi hizi tags umekataa kulipa kabisa.\n@WilliamsRuto\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #ItumbiPayInfluencers,RT @kilundeezy @OleItumbi hizi tags umekataa kulipa kabisa. @WilliamsRuto 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #ItumbiPayInfluencers,neutral,individual,BraqueGeorges,BraqueGeorges (georges braque),male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",1.6,1906,"['@oleitumbi', '@williamsruto']",#MamaMbogaMoment,1414667000,337594729,1906,5006,29398,1103
2022-06-29 04:03:17.000,@OleItumbi hizi tags umekataa kulipa kabisa.\n@WilliamsRuto\n\n20/05/2022 #MamaMbogamoment \n\n21/05/2022  #BottomUpMuranga\n\n21/05/2022 #NyeriNiHustlerNation \n\n 23/05/2023 #BottomUpKiambu\n\n24/05/2022 #BottomUpTaitaTaveta\n\n25/05/2022 #TheEconomyFirst \n\n26/05/2022 #ItumbiPayInfluencers,@OleItumbi hizi tags umekataa kulipa kabisa. @WilliamsRuto 20/05/2022 #MamaMbogamoment 21/05/2022 #BottomUpMuranga 21/05/2022 #NyeriNiHustlerNation 23/05/2023 #BottomUpKiambu 24/05/2022 #BottomUpTaitaTaveta 25/05/2022 #TheEconomyFirst 26/05/2022 #ItumbiPayInfluencers,neutral,individual,kilundeezy,kilundeezy (Boniface),male,"#mamambogamoment, #bottomupmuranga, #nyerinihustlernation, #bottomupkiambu, #bottomuptaitataveta, #theeconomyfirst, #itumbipayinfluencers",55.5,83863,"['@oleitumbi', '@williamsruto']",#MamaMbogaMoment,1414667000,1106310289711120384,41969,5793,315300,16652
2022-06-24 21:52:58.000,Indeed it's the #Mamambogamoment. This lady has spoken on behalf of millions of hustlers out there who believe in @WilliamsRuto . Kenya Kwanza is the way to go.\n@BiancaWamu @PeterRatemo4 @OleItumbi @HusseinMohamedg @WMMartha,Indeed it's the #Mamambogamoment. This lady has spoken on behalf of millions of hustlers out there who believe in @WilliamsRuto . Kenya Kwanza is the way to go. @BiancaWamu @PeterRatemo4 @OleItumbi @HusseinMohamedg @WMMartha,neutral,individual,SangKelvin01,SangKelvin01 (Kevo van maria),female,#mamambogamoment,23.6,5295,"['@williamsruto', '@biancawamu', '@peterratemo4', '@oleitumbi', '@husseinmohamedg', '@wmmartha']",#MamaMbogaMoment,1414667000,1077301359949565952,5295,5636,4302,3182
2022-06-18 09:48:59.000,We will allocate 50 billion Hustler Fund to provide affordable loans to people who do not have securities to acquire loans. \n@WilliamsRuto\n@rigathi\n#mamambogamoment\n#RigathiBestChoice https://t.co/JmUNNJ9zvR,We will allocate 50 billion Hustler Fund to provide affordable loans to people who do not have securities to acquire loans. @WilliamsRuto @rigathi #mamambogamoment #RigathiBestChoice https://t.co/JmUNNJ9zvR,neutral,individual,blessedjackey,blessedjackey (Blessed Jackey Karii),unknown,"#mamambogamoment, #rigathibestchoice",3.4,561,"['@williamsruto', '@rigathi']",#MamaMbogaMoment,1414667000,3246542092,501,341,3520,0
2022-06-16 17:50:15.000,RT @TevinMacharia It's #mamambogamoment in Machakos County!!\n\nThank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love.\n\nGovernor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,RT @TevinMacharia It's #mamambogamoment in Machakos County!! Thank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love. Governor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,positive,individual,KYKiamba,"KYKiamba (Kijana ya Muthama, PhD👁️‍🗨️)",unknown,#mamambogamoment,0.0,790,['@nduyamuthama'],#MamaMbogaMoment,1414667000,383720798,790,2640,4485,0
2022-06-16 16:26:18.000,It's #mamambogamoment in Machakos County!!\n\nThank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love.\n\nGovernor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,It's #mamambogamoment in Machakos County!! Thank you so much to the residents of Wetaa Mwala constituency for your overwhelming support and Love. Governor ni Hon @nduyamuthama https://t.co/VXcUn9ow7I,positive,individual,TevinMacharia,TevinMacharia (Kijana ya Kiamba),unknown,#mamambogamoment,5.6,1252,['@nduyamuthama'],#MamaMbogaMoment,1414667000,1445090591155658752,462,996,912,159
2022-06-11 12:44:40.000,RT @kiddoGAMMZ #MamaMbogaMoment  The COMEPAIN(s) in Central Kenya by #AzimioOneKenya and #KenyaKwanza  ... @StandardKenya cartoon #MondayMotivation https://t.co/gcMVUCrfZ8,RT @kiddoGAMMZ #MamaMbogaMoment The COMEPAIN(s) in Central Kenya by #AzimioOneKenya and #KenyaKwanza ... @StandardKenya cartoon #MondayMotivation https://t.co/gcMVUCrfZ8,neutral,individual,mwangiwamso,mwangiwamso (The game changer),unknown,"#mamambogamoment, #azimioonekenya, #kenyakwanza, #mondaymotivation",0.0,268,['@standardkenya'],#MamaMbogaMoment,1414667000,147566735,268,2708,1697,0
2022-06-11 09:02:33.000,@DonaldBKipkorir #mamambogamoment not #mamammoja moment,@DonaldBKipkorir #mamambogamoment not #mamammoja moment,neutral,individual,AntonyHaruki,AntonyHaruki (@Gilgil's_Boy),unknown,"#mamambogamoment, #mamammoja",0.0,74,['@donaldbkipkorir'],#MamaMbogaMoment,1414667000,1365743143044399104,74,114,1794,0
2022-06-11 08:11:18.000,"RT @alexawiti Lets be clear,, it is a #MamaMbogaMoment not #MamaAzimio. Is Raila confused? #BabaNaMama","RT @alexawiti Lets be clear,, it is a #MamaMbogaMoment not #MamaAzimio. Is Raila confused? #BabaNaMama",neutral,individual,ASBELKEMBOI7,ASBELKEMBOI7 (Asbel Kemboi.),unknown,"#mamambogamoment, #mamaazimio, #babanamama",0.0,485,['@alexawiti'],#MamaMbogaMoment,1414667000,1484089031625482240,485,782,35104,0
2022-06-10 15:18:56.000,RT @WomenRuto We support the Ruto - Gachagua Presidential ticket.\n#MamaMbogaMoment #WomenForRuto #RutoForWomen https://t.co/8oQdU4JfN6,RT @WomenRuto We support the Ruto - Gachagua Presidential ticket. #MamaMbogaMoment #WomenForRuto #RutoForWomen https://t.co/8oQdU4JfN6,neutral,individual,MaimunaSaid7,MaimunaSaid7 (Maimuna Said),unknown,"#mamambogamoment, #womenforruto, #rutoforwomen",0.0,71,['@womenruto'],#MamaMbogaMoment,1414667000,1501458464354279424,71,11,1881,0
2022-06-10 15:18:54.000,RT @IsaackMutai9 @WomenRuto\n:We support the Ruto - Gachagua Presidential ticket.\n#MamaMbogaMoment #WomenForRuto #RutoForWomen https://t.co/yhlbZpf9AB,RT @IsaackMutai9 @WomenRuto :We support the Ruto - Gachagua Presidential ticket. #MamaMbogaMoment #WomenForRuto #RutoForWomen https://t.co/yhlbZpf9AB,neutral,individual,MaimunaSaid7,MaimunaSaid7 (Maimuna Said),unknown,"#mamambogamoment, #womenforruto, #rutoforwomen",0.0,71,"['@isaackmutai9', '@womenruto']",#MamaMbogaMoment,1414667000,1501458464354279424,71,11,1880,0
2022-06-10 08:44:29.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,khanhussein20,khanhussein20 (khanhussein20@gmail.),unknown,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,4,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,2889508539,4,70,22,0
2022-06-09 10:37:54.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,Pauline34677965,Pauline34677965 (Pauline Wachira),female,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,266,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,1522851617661464576,266,270,619,0
2022-06-08 19:22:12.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,Geffnuthskey,Geffnuthskey (Geffnuthskey),unknown,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,267,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,440172735,267,1683,5009,0
2022-06-08 17:05:30.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,JohnMulu12,JohnMulu12 (Mulu),unknown,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,647,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,1259473093166333952,647,1606,12780,0
2022-06-08 14:30:27.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,Dizzy_Snazzy,Dizzy_Snazzy (Snazzy),unknown,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,88,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,2264467486,88,141,382,0
2022-06-08 13:12:04.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,RaswilliEms69,RaswilliEms69 (raswilliEms),unknown,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",36.0,13719,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,902519384253575168,13719,12779,189862,5974
2022-06-08 12:40:22.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,dkdaniek5,dkdaniek5 (dankilo),unknown,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,201,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,339547323,201,729,380,0
2022-06-08 12:30:37.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,Rashidhatibu254,Rashidhatibu254 (Rashid Hatibu),male,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,262,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,914628382222057472,262,157,17797,0
2022-06-08 11:46:04.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,IsoeKenty,IsoeKenty (Kenty Isoe#️⃣),unknown,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1528,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,4008191729,1528,1663,9254,748
2022-06-08 11:16:09.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,KaranjaNjau,KaranjaNjau (Samuel Karanja Njau),male,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,10,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,783949670120820736,10,282,126,0
2022-06-08 09:41:40.000,"RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga  must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto\n\n#mtumba \n#mamambogamoment \n#BottomUpEconomicModel \n#KenyaKwanza https://t.co/uRdc65nPqQ","RT @DidmusWaBarasa The difference is like day and night! @RailaOdinga must relocate to Kopoda, Bondo after the swearing in ceremony of the 5th @WilliamsRuto #mtumba #mamambogamoment #BottomUpEconomicModel #KenyaKwanza https://t.co/uRdc65nPqQ",neutral,individual,dkoech79,dkoech79 (KOECH K DENNIS (Mr log)),male,"#mtumba, #mamambogamoment, #bottomupeconomicmodel, #kenyakwanza",0.0,1667,"['@railaodinga', '@williamsruto']",#MamaMbogaMoment,1414667000,796229131662979072,1667,1062,47554,885
